text,label
퉤.....,0
"이왜진,,,",0
헛소리말고 한강라면이나 가져와,0
시발 하긴했네,1
이거 완전 음주운전은 했는데 술은 안먹었다 레파토리자너??,0
야 브로냐가 어제 좋았다던데,1
ㅈㅉㄴ,0
오,0
호시노 아이님이 느그 친구냐?,0
동공이 똥구멍인 여자가있다?,1
그럼 쟤는 장비임 학생임,0
장생,0
십장생이냐,0
백출,0
근데 장생 못하고 죽었잖아,0
아들쪽은 파란 강화석 박앗나보네,0
표고버섯,0
이제 왜 진짜냐,0
실례도 안될텐데 줄,0
저거 걍 구글에 보라강화석 쳐서 나온거 하나 주워온거임 내거 아니야,0
줄,0
ㄹㅇ,0
스페이스 리퍼 스팅기 아이즈,0
바로 그거였노,0
강화 성공짤이네,0
줄,0
헉,0
디저트 추천 잘 해줄것같은집 추,0
흔....해??,0
"오,; 진열장 얼마정도햇음?",0
회사에 있는거에 넣은거라 제작비용은 모르겠어,0
와 머임 ㄷㄷ,0
와 순간 박물관인줄,0
방습 진공기능 있다면 ㄹㅇ 사고 싶다,0
실리카겔 겁나 깔아둬야 겠다,0
집에 있는건줄!!,0
사무실에 있는거야 한번씩 고객들오면 반응이 좋아서 전시해뒀어 ㅎㅎ,0
우리건물에 있던 폰매장 나가면서 진열대 놓고 간거 같은데 기져다 저렇게 쓸까..,0
공간만 충분하다면 개추!,0
존윅 소믈리에같네,0
효자추,0
부모님이 아무 말 안하셨음??,0
이건 좀 쌔네요,0
이쁜사랑하세요,0
와 이래 굿즈 잘꾸민거 보면 부럽네.. 거실에서 찍은거에용?,0
이건 자식 농사가 성공한걸까 실패한걸까,0
그치만 뽑았으면 흥국이 천장재화가 안모였는걸,0
바이럴이 약한탓임..,0
안뽑을 애들은 무슨 말을 해도 안뽑더라. 바이럴 의미없음,0
물론 지갑은 답을 알고 있다,0
클로토는 빡세게 바이럴 달릴거,0
님때문에 뽑음 메그힐다 줄거였는데...,0
그래도 퍼즐 사랑하시죠?,0
뽑고나서 한번도 안쓴 퍼즐 다이엔 드레이시한테 빨리고싶다,0
퍼즐 복각 한참 남앗을텐데 바이럴 쓰면 애들 좋아죽겟지 ?,0
이미 뽑았어 운디네 튜링 존버,0
퍼즐만 뽑았어야지,0
응 있어,0
얘는 언제나옴,0
족고수,1
아니 이게 되네,0
진짜 족고수네,1
이건 닥치고 출발이노,1
축하해!,0
실력추,0
족고수,1
도랏다 ㄷㄷㄷ,0
좆고수,1
이륙을 제트기로 하노,0
와 리세마스터,0
와 특사스보카디 미쳤다,0
진짜 시발 어케했노,1
와 족고수네,1
볼다추,0
화이팅 힘내!,0
감사합니다 힘낼게요,0
이렇게 야한건 안되욧,0
닭장이잖아 반대,0
이게...저퀼?,0
모든 판에는 호구가 한명은 있다. 없다면 그것은 당신,0
존나 두렵다,1
거의 로열스트레이트 급같은 느낌?,0
한 판에 스트레이트 플러시랑 포카드랑 로얄 스트레이트 플러시가 같이 떴다고 생각하면 됨,0
스킨하나때문에 댕청이미지로 굳어져버린,0
리타야 그게 무슨소리니,0
아들 딸 둘 다 있으시니 참 부럽기 그지없읍니다,0
감사감사! 근데 가진게 딱 그거뿐임 ㅎㅎㅎ,0
세상을 가졌는데 더 이상 가질게 달리 있겠읍니까,0
좋게 봐줘서 찐 고마움! ^^,0
(대충 행복한 페페 짤),0
행복해♡,0
우리딸랑구는 저런거 왜안해주지..,0
조만간 해줄거임. 더 어릴때는 아들이 더 애교가 많다 생각 했는데... 어느 시점 넘어가니 바뀌더라고 ㅎ,0
언제쯤 탓써? 써것써? 아빠먹어 를 멈춰줄까..,0
그만하라고.....나 진짜 죽는다고....,0
조만간 이런날 올거임! 꼭!,0
이번생은 글렀어...,1
자살하러간다~,1
그러지말고 딸 만들러 가즈아~~~,0
나는 언제쯤...,0
귀여워 귀여워 말못해도 이쁜데 얼마나 이쁠까,0
추억의 디보이 KAC PDW?,0
이래서 딸바보가 있는거였노..부럽..다,0
꿀이 떨어지다 못해 넘친다 행복한 가족 추!,0
개추엔 감사지~!!! ㄱㅅ!!!! ㅎ,0
딸자랑은 개추지... 하지만 우리딸은 6학년 됐다고 말 안듣던데 ㅠㅠ,0
아... 아버님.... ㅜㅜ 그날이 오기 전까지 많이 즐겨야겠다는....;;;;;,0
이야 난 아빠한테 저러다 군대 장기 박으란 말 들었는데 ;-;,0
진짜로 준비중인,0
따님께서 독학으로 러시아식 트리거 세이프티를 깨우치셨다니 매우 놀랍읍니다,0
귀엽다,0
짱 귀엽네,0
딸이 애교많고 좋더라 아들은 흠..,0
진수게이야...,1
진수야….,0
이진수,0
진수게이게이야..,1
으아악 스타레일챈이잖아,0
크아악,0
님,0
?이게 인간?소아과에서 근무하는데 이런 사람 음...그렇네요.,0
진수야 왜 그래,0
이거 무슨 탬플렛이었지??,0
웬 좆틀딱 고려장새끼가 스윗4050 ㅈㄹ하면서 글카스 쓴거,1
우웩,1
이... 이게 뭔...,0
진수게이야...,1
0009아님? 10부터는 숙성된건데,0
시발,1
크아아악,0
가스 싸개,0
어 나 저거 폰헙에서 본것같아!,0
헉 끝에 뭐달면.. 그.. 아닙니다 ㅎ,0
ㄷㄷ머신 이다,0
해병 안마기 ㄷㄷㄷ,0
딜.....도?,1
비켜봐 해볼게 있어,0
어??? 딜 도 잘 박히겠는데..,1
어어? 저거,0
ㄹㅇ 성인용품이네,0
피스톤 머신;;;,0
나 이거 야동에서 봤어,1
트위터에 있는거야!!,0
어어 저거 앞에 딜도 달면..,1
역시 반동은 가벼워야 됨,0
어어 저게뭐노,0
ㅅㅂ 진짜 조선족 번역인가,1
조선족이면 관용어 알아서 더 정상적인 번역 아닐까? 저건 걍 개병신이 번역한거...,1
그럼그렇지,0
금방 널 즐겁게 해 쥬지,1
오역 ㅈㄴ 심한데 이정도면 공식적으로 입장발표 해야되지않냐,1
진짜 번역 개좆같이 하노,1
금방 끝내줄게 정도로만 해줘도 됐을거 같은데,0
10억원석주면 당장 카드겜하러감,0
이 음식은 더이상 못먹겠어,0
이뭔틀,0
크윽.... DSTP가....!,0
"ISTP 아늶,,?",0
PTSD 탄피를 하나 잃어버렸습니다! 악!!!!!,0
mbti 드립으로 끌고가려 했는데 실패한 드립이 되뿌렀노...,0
INFP ㅈ찐따라 미안해.....,0
10억원석 꿀꺽단 새끼들 또 억까하네,1
근데 카드겜이 이거에 비빌급은 아닌거갓은대 ㅎ...,0
어허 ㅈ등절은...,1
대충 10억원석 꿀꺽단 놀리는 댓글,0
10억이나 받아먹었으면 저정도는 해야지 거저먹으려고하나,0
꿀꺽단들 또 시작이네,0
딸배 진짜 욕하면서 했음,1
해줘절아찔하네,0
10억을받았읍니다...,0
솔직히 기관디펜스는 재밌음..,0
108억원석 ㄲㅓㅓㅓㅓㄱ,0
커엽넨,0
금손였네.... 맛져,0
낭만있다,0
섹스,1
바로 들어서,0
직장내 성범죄로 경원을 좌천시키려고,0
헤으응,0
sex,1
아이싯팔 가슴사기 갈!!!!!!!!!!!,1
와시발섹스,1
궁광진에 변수창출하고 싶네,0
요망한뇬 왜 벗다 말어,1
분명 무현이었는데,0
와 섹스,1
저 뒤에있는 아저씨 mmd야동에서 많이봄ㄹㅇ,1
뒤에 아저씨 섹루랑 호놀이 개따먹던데,1
츠미부쿠로게이야...,1
뒤에 한자먼뜻임?,0
개같이 따먹겠단 뜻임,0
찌찌 짱커,1
오,0
쎆쓰,1
다음 장면 어디감,0
시간나면 쪄올게,0
허벅지 사이로 뭐 흐르는거같네,0
뒤에 어디서 많이 본 아저씨가,0
곧 개같이 따먹히겠네,1
부릉냐가 레고도 있음??,0
콘텐츠 2배 갓겜 ㄷㄷ,0
축 하드모드,0
잘 알았다 퍼즐의 수준.. 시시해서 엎고싶어졌다,0
할 수 있다 하루에 5조각씩만 맞춰보자,0
그림들 전부 방9 뀌는 자세들이네,0
그러니 그려와,0
초극고수ㄷㄷ,0
왜 자세가 다...,0
씹냥고수 ㄷㄷ,1
오 이거도 ...,0
아냐,0
그림 맛있게 감상하지 말라는거구나 아라써..,0
아무뜻도 없었는뎅,0
악동리베롤 마저그려!,0
보보보가 그만큼 사기라는 거지. 네임드도 못 이길 정도로,0
저거 뭔 이야기임?,0
국선변호사 인생업적 세웠네,0
옵션 3개를 무작위로 달 수 있다고 했는데 실제로는 3개 전부 최상급 옵션을 다는게 불가능했음.,0
아 뭔가했는데 보보보였구나,0
21년에 터졌고 2년 지났으니 법정싸움 끝났을 시기지,0
한국에도 재미로 소송거는놈이 있나보네,0
자기말로는 재미로 건거는 아니라는데 그사이에 돈을 더 지르노....,0
어차피 저돈 받아서 지른댔음,0
메는 결국 메구나 ㄷㄷ,0
저거 판례 나오면 보보보 지른 놈들 단체소송 가능한거 아님?,0
저건 제대로했으면 더 비율높게 이겼겠네,0
5%라도 이긴게 레전드기는 하지,0
김앤장이 아니라 김앤장 할아버지가 와도 없는걸 있다고 속인건 이기기힘들듯,0
저거는 살 주고 뼈 취하는 레벨인거같음,0
최종 승자 : 국변,0
대기업과 김앤장 콤비를 상대로 이긴 변호사 타이틀,0
와씨 변호사 어떻게 저 능지처참한 원고 데리고 이긴겨,1
보보보는 너무 갔기 때문에  오히려 정상적으로 대응했으면 10% 이상도 가능했을거임,0
김앤장이라 5%로 막은건가,0
이걸져?,0
심지어 저거 국선도 사례 100만 받았아서 김앤장 5명이겼다하지않았나,0
국선 역대급 커리어,0
국선 변호사의 압승,0
좋은 작품 만들어주셔셔 감사합니다,0
뭐노 어캐함,0
존나 개쩔어,1
진짜 최고다...다시못만든다니 아쉽...,0
"만들수는 있는데, 정밀가공하는게 너무 어렵고 가성비가 안나옴...",0
무기 어캐했노 ㄷㄷ,0
김화백도 실감나는 채무자표현을 위해 대부업체에 돈빌렷다잖아,0
일부러 안갚았다는 전설의 일화,0
그럼 야스씬은...,1
롱소드 스파링같은거 보면 멋지긴 하더라,0
"주인공은 초인일 텐데, 막대기로 휘둘려도 충분 할 걸",0
리얼리티 추구하는듯,0
확실히 리얼리티 살리려면 직접해보는게 최고긴함.,0
저거 칼 설마 임관도임?,0
칼질 아스퍼거 작가들 전투씬특) 글로보면 개씹노잼임,0
그럼 사격씬 쓸때는........,0
흠...작가?,0
공지 보고 오셈,0
표정부터가 먹고 살기 힘들군...을 보여주는,0
암환자임?,0
영화 하나 잘못 걸려서 커리어 끊기는 배우도 많은데 걱정이다,0
불효자ㄷㄷㄷ,0
틀린말은아닌데효놈추,0
아직도 비싸네 ㄷㄷ,0
젤다 신작 가보자,0
아들 그게 무슨 말이니,0
효자야 효자,0
효도도아니고 카바도아닌 불효자 추,0
불속성 효자,0
주시윤이구나,0
효자 발견 ~,0
와...,0
"이,이것이 불속셩 효도..",0
뭐라는거지 정신이 사악한 자인가,0
눈물흘리며 개추박았다.. 저게 페미의 민낯인데,1
사실이면 많이 씁쓸한데,0
ff 해보고 싶은데 페미때메 해 볼 엄두가 안 남,1
한섭만 그럼,0
글섭에도 잇서... 왜 아는진 묻지 마...,0
챈길찾아서 들어가면 엮일일 잘 없음,0
페미들은 걍 여자 사이에도 선 그어서 자기들이 기득권 되려는거 이상도 이하도 아님,1
아니 아무리 그래도 그렇지 트짐승하고 대화를 하냐...,0
대충 저기서 말하는 수장이 누군지 알것같은 내가 밉다,0
왜 사법치료 없음 ㅠㅠ,0
ff가 머냐 근데,0
파이널 판타지 아님?,0
맞을 듯 근데 ㅅㅂ 검색해선 아예 안 나오노,1
파판온라인 말하는거 거기는 메퇘지들 소굴임,1
파판14 한섭이 왜인지 몰라도 트짹픽 되면서 그분들이 많음,1
근데 거기 남페들도 있음?,1
버팔로는 어디 겜을 가나 있는데 남페미까지 하면서 노리는 놈이 없을리가,1
놀랍게도 진실입니다,0
돼지들 의외로 남친있는걸로 존나 ㅂㄷㅂㄷ댐,1
십새들 증거보여줘도 지랄하네 존나 웃기노,1
여자는 여자를 돕는다 하면서 진짜 아픈 사람한테는 지랄이네,1
맞음 관련건으로 환자커뮤에서 지속민원넣는데 쌩깜,1
파판 온라인에 관련사항으로 민원넣어도 개무시한다 이거임?,1
여가부도 사라져야 할 이유가 늘어난거 같네 이 이상 말하면 정치화 될거 같아서 여기서 끊는다,0
좋은판단이다 김로붕,0
파판 갓겜인데.... ㄹㅇ아쉽,0
온라인만 빼면 문제는 없는게 파판이다,0
어지럽네,0
너가 애기 만들어주자,0
솔직히 지켜보는 입장에선 개꿀잼이지,0
위크좀바꾸지말라고십새끼들아!!!!,0
근데 다중 위크 가능하면 이제 약점덩어리가 되서 뚜뜰겨 맞는 보스를 볼 수 있는 건가?,0
트롤 레인져 시발 새끼들,1
이래서 레인저 두명이상일땐 잘박는놈 한놈만 박아야,0
독전 너 몸이!!,0
하지만 너 선체에 구멍이…!,0
야메로!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
비슴인가 오랜만에 보니까 잘모르겠네,0
트롤리 인거 보니까 뭐 호송미션 같은거도 생겼나보네,0
마즘,0
요즘도 섬 뒤에 정박해놓고 포쏨? 해전인데 그지랄해야하는거에 현타와서 접었는데,0
난 북미라 그런건 덜해,0
이새끼 현역이네,1
백파 무에나가,0
선생님~ 안키운 6성이 없으면 어떻게 하나요???,0
준비물이 없으면 못한답니다~,0
단서계로 하시면 됩니다~,0
비그나 웨 안키욺...,0
비그나 좋음?,0
꼴리게 생겼음,1
수정시켜 주겠다니 ㄷㄷ,1
선생님 질문이 있습니다! 저는 6성을 전부 5성은 절반이상 2정했는데 저거 못하면 어떻게 해야되나요,0
그럼 니가 할배야,0
다 2정 키운 뉴비는 어떻게 하나요?,0
다키운 뉴비는 어떡하죠,0
뉴비가.. 선호오퍼..?,0
꼭 알고싶은 정보였어요 감사합니다!!!,0
보유 6성이 전부 2정인 할배는 어떻게 해야하나요 교수님?,0
속는 놈은 없고 속이려는 놈만 그득그득,0
안키운게없는사람은 어떻게해야하나요,0
꼬만추,1
트랜지션 연습이나 해!,0
장전연습으로 단련해야겠다!,0
빌드릴 속사 연습,0
"게이야 딱 5,6년만 지나봐라..",1
의무로부터 자유로워짐?,0
게릴라전 시작함,0
꼬만튀추,1
결혼이면 중립이지,0
와..부럽다 울 부부는 카톡내용에 90%가 총 얘기인데... 여보 이거 직구 찾아줘 이런 내용..,0
더부러운데 그건,0
장가 잘 갔네,0
한달 넘게 찾았는데 못 찾았대 시발 그걸 내가 어케찾아..결국 아직도 못 찾았어,1
아니 뭐길래 그려 ㄷㄷ,0
살돈은 있는데 매물은 어디에,0
내가 나비인지 나비가 나인지...,0
귀여워,0
딸이다. 무조건 딸이다.,0
신성한 의무 이다,0
흥 기만자녀석 검은 머리 파뿌리 될때까지 행복해라,0
아이 시팔 호드였네 취소,1
???? 얼첩이였노 이기;;;,0
네 다음 아무것도 아닌 모임,0
사람사는거 다 비슷하구나……,0
요즘은 소재 개추가 잘 안박히는레후,0
소재에 그냥 눈감고 개추 박아라 이건 명령이다,0
소재는 굳이 싶음 리뷰나 홍보는 몰라도,0
소재는 굳이?,0
대신박아줘,0
정보 리뷰 홍보 이런건 몰라도 소재는 굳이긴 함.. 우리 독자챈이라고..,0
청개구리 ㄷㄷㄷㅈ,0
바다 그레고르,0
아닌...가?;;;,0
오 비슷하게 생겼네요,0
생긴게 바다 건틀릿 같기도,0
저거 딱 파괴연타 일러잖아,0
바다같은데 마지막 그렉.,0
꼴류,1
그렉 바다같음,0
와 컨셈 다들 잘 잡았네,0
우는 아이 뭔가 대치되서 여러가지 의미로 안쓰럽네,0
이야 매치 잘된다,0
개쩐다,0
라오루 리우협회는 6과 안 나올텐데...?,0
바다 파괴연타인가보네,0
경미 휴버트 진짜 잘 어울리는데 ㄷㄷ,0
솔직히 이상 하나협회로 나와줘야한다,0
이중에 하나는 인격으로 나올만한데,0
와 개쩌네,1
왜 너 혼자 딴겜해,0
이젠 안타깝넮.........,0
서포터 아닐까,0
드디어 미쳐버린…,0
어케햇음,0
엘리시움에 없는 레인저가 맞지않을까,0
"미보유 태그 있는게 최지훈,이유미 밖에 없어서 최지훈 베이스로 만듦,,",0
축하해 한정채용이라며? 이번이 지나가면 다시 돌아오지않는다는데,0
무엇이 그를 이렇게 만들었는가...?,0
코이츠 드디어 맛이 가버린www,0
그는 미친것이다,0
님들 더위 먹으면 이렇게 되니까 여름엔 항상 주의하셈,0
메디우스 페스캐 출시!,0
혼자 카사 8.0하네..,0
코이츠 wwww,0
이게 눈 한짝도 없는게 까불어,0
꿈을 꾸고 있구나,0
한남새기,1
카사 창피하다 했는데 진짜 창피해지고 있습니노....,0
페미 제조기 ㄷ,1
아 그후에는 사기 안치더라구요 ㅎㅎ,0
병신과 개새끼,1
국선게이는 김앤장 이기고 좋겠네,1
와.. 보보보 사건때 페이백 40만원 받았는데 몇배 페이백 가능한거냐,0
국선이 김앤장이 이겨?ㄷㄷ,0
혹시 몰라? 국선이 어딘가의 삿대질 잘하는 삐죽머리일수도,1
이기아릿,0
국선 변호사 개쩌는 커리어 적립 ㄷㄷ,0
변호사가 캐리한게 아니고 소송건놈이 원맨쇼한거 아니냐?,0
상대가 김앤장인데 일반인이 뭔 캐리야,0
병신이라 1심패소후 법적인 자문조치받으라고 권고해서 국선선임한거,0
저기서 최고 승자=경력 쌓은 국선변호사,0
국선 인생업적 하나 생기네 ㄷㄷ,0
김앤장5명도 커버못치는 겜 ㄷㄷ,0
이의있소,0
김인장 5:1 폼 미쳤네,0
-메-,0
김앤장이 커버 못칠정도면 개노답이란건데,1
길거리에서 대놓고 칼도 아니고 창들어다가 괴성지르며 사람찔러죽여놓고 살인죄 무죄받길 바라는격이지,1
야 씨 그럼 과금 안했으면 국선 커리어 좆되는거 하나 얻은거 아니노?,1
해묘돈통 메모,0
한섭 담당은 성배니까 성배 돈통이라 하죠,0
해묘돈통..,0
머야 설마 천장 6번으로 풀잠한건 아니지????,0
창니어때부터한 할배라풀잠한거아님?,0
아 걍 픽뚫로창녀먹은거로 풀잠한거구나,1
창니어때 풀잠한걸 오늘 픽뚫로 히든잠재 뚫었음,0
애도,0
창니어를 뽑으로 먹은거가 레전드인데 저거 0.5퍼랬나,0
서포터칩 삿음 맛나더라,0
히든짬지 ㄷㄷㄷㄷ,1
내창니어가!,0
실례 안 되는거 아니까 한 트럭 내놔,0
돈버그 ㄷㄷ,0
노티비틱,0
해묘 돈줄ㄷㄷ,0
실례고 뭐고 그냥 트럭 “줘”,0
와 이걸 갖다 제보해주네 대협이노 ㄷㄷ,0
당신이 중국의 대협입니까?!,0
...?걍 드립인줄 알았는데 진짜 중국인인가?,0
글로벌 갓겜 ㄷㄷㄷ,0
뭐야 이사람 진짜 따거임?,0
그런듯?,0
이게 대협이지,0
세계로 뻗어나가는 루나콘,0
손잡고봐,0
걔랑 같이 보면 되겠다,0
오래가셈,0
손잡고 같이 보는 걸로 하자,0
닉값레전드,0
불에타서 크아악하는 콘,0
호기심은 고양이를 죽인다,0
추천 안줄거임 수구,0
ㄹㅇ 개열받음 그거,0
너무 화가나더라고요.,0
95퍼에 붙는것도 서러운데 맞기까지 해야하나요.,0
그럼 18강 갈 때 장기백을 보면 대죠!,0
"95퍼 붙는것도 너무 서러운데, 다음에도 장기백 보면 진짜 너무 힘들거같아요.",0
서럽다니까 더 떄려야겠다,0
알았어,0
시무룩한 로붕이 좀 꼴리네..,0
광기의 쿠크세이튼이 되어가는 과정이 이런 느낌일려나요.,0
장기계산 잘못해서 99.81로 붙으면 자살마렵긴함,1
"저도 그런적이 있는데, 그때도 화가 잔뜩 나더라고요.",0
장기백 생각 안나게 때려줄게,0
더 서러워질것만 같아요.,0
더 서럽게 울어라 그럼!!!,0
평균회귀를 믿으면 원트도 가능할것이다..,0
그런걸 믿는가?,0
그렇게 믿다가 데인적이 한두번이 아니에요.,0
이번만 추천 눌러 줄게,0
감사합니다...,0
그런데... 이게 왜 념글 갔죠...?,0
귀여우니깐,0
하지만 그것만 알아두씨오 다음 번에 장기백이 아닌데 올렸다면 호감작이 될 수도 있쏘..,0
호감작 할려고 한건 아닌데...,0
그냥 말이 그렇다는 거읾.. 장기백 꾸역꾸역 보고 간 사람도 있을거 아니야?,0
아고. 힘내세요.,0
추천은 드리겠읍니다,0
추천은 감사합니다...,0
역시 우케츠씨야! 이번이야기도 몰입도 확실하구만!,0
실화 여부 떠나서 너무 재밌다... 소재 따가고싶다...,0
요즘 나온 AI그림이라는 소재를 가지고 괴담 이야기를 만들어낸다는게 진짜 대단한것같음 이작가는,0
카카시...? 카피닌자..?,0
눈물 흘리며 개십명작에 개추!!,0
우케츠는 개추야~,0
일러레한테 말거는 후기 ㅇㄷ?,0
무지성 개추 박았다,0
우케츠 그는 신이야!,0
예상을 몇번이고 틀어버리는 전개가 일품이네 진짜 잘 만들었다,0
이사람 글 몇번 봤는데 진짜 씽크빅 수재네 존나재밌어,1
와씨 진짜 드라마로 나오면 개재밌겠다,0
졸라재밌네 일본특유의 추리소설같은 서술이 졸라 재밌음,1
요약좀,0
좆고수,1
와 진짜 존나재밌다,0
고로시를..,0
고로시각이다 각!,0
고로시! 고로시!,0
챈닉 알 수 있지 않나,0
고로시 각 떴냐,0
에반데,0
구매한 챈럼 닉알고있음 파딱이나 주딱한테 말해봐,0
챈 원래 판매자에게 사실 전달하고 그 게이가 고로시 박는게 맞을듯,1
또시작이네 좆그지새끼들,1
고로시가자,0
고로시 드가자드가자,0
기분 개같겠네 진짜,1
씹뜯맛 하다가 나아중에 파는거라면 몰라도 사고나서 바로 1.7배 되팔한거임? 그러면 좀 추하네 어휴,0
구매자 챈닉을 몰라서 빼고 일단 고로시글 올림!,0
정정 2배임 판매자챈럼이 마지막 끌올하면서 가격을 내렸더라고,0
ㅇㄴ 17에사서 35에 팔고있네,0
하부 사서 고쳤으면 ㅇㅈ 416 D하부도 호환되니..,0
찻집글 찾았는데 와드 마렵네 ㄹㅇ,0
고로시하자,0
그 리시버 깨진매물이 그거임?,0
그렇긴 뭘 그래 병신새끼야,1
네 당신 말이 옳습니다,0
그네삶멋 미쳤다,0
애껴요,0
히에엥,0
애를 왜 울리고 그래,0
바로 들어서 무릎 위에 앉히고 쓰담쓰담,0
왜 울려 나쁜넘아 나빠써,0
머리가 닳아 작아질때까지 쓰다듬어주마,0
그건 무리,0
이 학대파 같으니,0
학대가 은근 재밌네,1
어림도 없지 이로하 데려와 히나 보는 앞에서 이로하 쓰담쓰담 하기,0
이건좀.....,0
히나 머꼴,1
애호 마렵노,0
내려나,0
원대렙 응애인것봐.꼴리네,1
거의 90가까운데 응애아!냐,0
몰랐음?챈에서 200 아래는 다 응애임,0
90이..... 낮은거였어....?,0
엔-데-믹,0
저거 아칸 다맞추면주는업적이지?,0
몰루,0
원대렙봐 순식간에썩었네,0
열심히 올렸어,0
써거버렸다,0
원대렙에서 냄새나요,0
족고수냄새,1
핥아먹어버리고싶당,0
뷰지가 맛있었어요,1
원대랩 봐봐 완죤 지갑전사ㄷㄷ,0
상한 속도가 한여름 상온 우유급이네 저 원대렙에 저 템렙이라니,0
헤,0
하와와 아가븝미쟝 고여버린거시에오..,0
진지하게 얼마정도 썼음?,0
그건 말이지,0
이건좀 두렵다,0
으윽 써근내,0
난 200 다되가는데 아직 16층이 없는데 대단하네,0
강화재밋서,0
장기백 연타로보면 재미없을걸,0
천장이있으니까 혜자야 이겜 채고야,0
이원만 말고 다른 새끼들도 같이 꺼졌으면,1
ㄹㅇ,0
4마리는 알아서 꺼졋으면,1
윤명진 다시 돌아와,0
다꺼지고 띵진이 불러와줘 제발,1
뒤로 자빠져서 코꺠졌음 좋겠음,1
제발 윤칼님 돌아와서 아라도를 지배해주세요,0
억덕계 비추가 딱 4개지,0
용암굴 3형제 + 대표에서 내려오기 싫은 띵진이,0
용암굴형제꺼지고 띵진님 모셔와줘 제발,0
삼단합체 이원만,0
나도 이번 2인뽑에 ㅈ망함 ㅠㅠ,0
한정캐를 이중픽업으로 내는건 시발 진짜 어떤 사탄새끼의,1
시이발...,1
300차 페넌스 풀잠ㄷㄷ,0
시이바알!!,1
비틱이네ㄹㅇ,0
난 200뽑 할 동안 0 텍사스에 판사님 단 1개 나왔다 ㅅㅂ,0
전 어제 쏜즈 먹으러 들어갔다가 호시구마만 4번 먹었는데 그냥 특사스 천장 쳤다고 생각하려고요...,0
나는 반대로 판사님이 한번도 안나옴… 먼슬리 패키지 리셋되면 다시쳐보고 아니면 천장 쳐야지…,0
반대였으면 특사스 풀잠이었을텐데,0
근데 막상 페넌스 자체는 풀잠이라 잘먹긴 했네,0
반대였으면 개씹 비틱인데,1
그거 할배들이 니엔 첫 픽업 때 당한거야 심지어 그땐 천장도 없었다,0
그래도 몬냥이나 w픽뚫이 안나온게 어딘가 싶기도..,0
개추,0
난 안못생겼어,0
이게 사람 얼굴....?,0
ㄱㅊ,0
게추유도 괘씸하네,0
무쌩겨써,0
어쩐지 요즘 내 뻘글에 개추가 하나씩 붙더라,0
개추,0
ㅁㅆㄱㅆ,0
못생겼는데 추천이라도 줘야겠다,0
인어공주 후기에 개추박고와,0
나 잘샹겼으면 비추하면됨???,0
ㄱㄷ 부계도 파올게,0
홀리 지져스,0
"안티오크의 성 수류탄도 너의 외모를 바꾸기엔 위력이 부족할듨,,",1
개추유도 괘씸하거든요,0
키야,0
급호감 ㄷㄷㄷ,0
이게 기 자지,1
할말은 한다 샤카콜라,0
일태도 막았다 자화자찬에... 친구한테는 왜 그랬나 논란 '일파만파',0
이게 언론인이다,0
존나쎄다,1
이게 기레기지,1
야가 코~,0
찢었다,0
그야 친구가 죽고 덕분에 막을 수 있었으니까!! 이 나쁜년아,1
무상의 일태도를 막은 무사 K모 씨. 사실은 친구의 공적을 가로챈 사기꾼,0
속이 뻥~,0
펜은 칼보다 강하다,0
친구가 맞는거 구경해서 분석했기 때문에 막을 수 있었던거 아닐?까,0
생각보다 홍보가 부족하긴 한듯. 유명한 애들이 입었는데도 나 다 오늘 처음 봄.,0
흔적기관임?,0
학교다닐때 개량한복을 입고 다니는 광인들에게 데인 나머지 그만,0
으윽 한문,0
뽀대나네,0
나 처음 봣어 좀 알려봐,0
저기에 단소까지 장착시키면 풀템인데,0
죽비 어디감,0
저게 맞지 서양인들도 지들 중세때 입던 옷을 그 형태 그대로 입고다니는게 아니잖아,0
저런 한복 뭐라 말함?,0
개량한복?,0
똑같이 개량한복이구먼,0
되게 깔끔하네,0
링크업슴?,0
쿠팡에 두루마기 코트 치면 수십개 나와,0
아항,0
어디서팜?,0
쿠팡,0
좀 비싸긴 해도 멋지네,0
두루마기 특 : 비율 구리면 안입는게 나음,0
첫짤의 한복 이미지를 전파한 ㅈㄱㅈ......,0
좆간지네,1
좌파종북반미 한국사샘룩 극혐,0
전통 지키는 사람도 있어야지 현대화만 하다보면 오히려 전통이 사라짐,0
좆간지인데?,1
첫번째는 뭔 인민복임?,0
얼마 정도 하지 저거 검은색 ㅈ간지인데 드라마같은데서 좀 저승사자들한테 입혀보거나 하지,1
개멋있다,0
근데 저거 입고 경복궁 무료입장 가능함?,0
코트 두루마기 느낌 나는 거에 갓 쓰면 그냥 한복이라 무료입장 되던데,0
두루마기 코트 ㄹㅇ 잘 입고다님 소창의 코트라고 옆에 틔여진거 입는데 개인적으로는 일반 코트보다 더 편함,0
두루마기 키 크고 핏 잘 나오면 좆간지긴 해,1
사막이 얼마나 넓은데.... 거기에 묻히면 쥐도새도 모르는구먼,0
공약탭으로,0
캡쳐함,0
님아,0
개추 누르면 되는 거지?,0
캡쳐완료,0
와우 기대함,0
공약탭으로,0
솔직히 하고 싶은거 다 알고 있어,0
광고 때릴께...,0
미친새끼야 하지마,1
기대하겟슴,0
매일가서 오는지 봐야겠다,0
비키니 메이드 ㄱㄱ,0
